Name,Date,Close price
BUMIX,31/03/2006,2224.97
BUMIX,03/04/2006,2200.23
BUMIX,04/04/2006,2184.07
BUMIX,05/04/2006,2175.09
BUMIX,06/04/2006,2191.77
BUMIX,07/04/2006,2188.71
BUMIX,10/04/2006,2188.98
BUMIX,11/04/2006,2219.05
BUMIX,12/04/2006,2235.33
BUMIX,13/04/2006,2242.71
BUMIX,14/04/2006,2263.58
BUMIX,18/04/2006,2265.16
BUMIX,19/04/2006,2287.04
BUMIX,20/04/2006,2295.01
BUMIX,21/04/2006,2300.57
BUMIX,24/04/2006,2336.42
BUMIX,25/04/2006,2316.62
BUMIX,26/04/2006,2318.03
BUMIX,27/04/2006,2302.71
BUMIX,28/04/2006,2298.55
BUMIX,02/05/2006,2298.89
BUMIX,03/05/2006,2291.02
BUMIX,04/05/2006,2289.62
BUMIX,05/05/2006,2312.96
BUMIX,08/05/2006,2314.21
BUMIX,09/05/2006,2308.57
BUMIX,10/05/2006,2289.97
BUMIX,11/05/2006,2275.3
BUMIX,12/05/2006,2250.41
BUMIX,15/05/2006,2148.34
BUMIX,16/05/2006,2167.25
BUMIX,17/05/2006,2163.54
BUMIX,18/05/2006,2159.35
BUMIX,19/05/2006,2128
BUMIX,22/05/2006,2054.4
BUMIX,23/05/2006,2092.8
BUMIX,24/05/2006,2057.21
BUMIX,25/05/2006,2032.83
BUMIX,26/05/2006,2078.97
BUMIX,29/05/2006,2116.56
BUMIX,30/05/2006,2064.12
BUMIX,31/05/2006,2031.24
BUMIX,01/06/2006,2038.25
BUMIX,02/06/2006,2051.78
BUMIX,06/06/2006,2024.18
BUMIX,07/06/2006,2001.11
BUMIX,08/06/2006,1968.94
BUMIX,09/06/2006,1943.28
BUMIX,12/06/2006,1878.79
BUMIX,13/06/2006,1865.76
BUMIX,14/06/2006,1790.21
BUMIX,15/06/2006,1837.17
BUMIX,16/06/2006,1805.7
BUMIX,19/06/2006,1789.31
BUMIX,20/06/2006,1834.86
BUMIX,21/06/2006,1869.42
BUMIX,22/06/2006,1872.12
BUMIX,23/06/2006,1868.04
BUMIX,26/06/2006,1873.26
BUMIX,27/06/2006,1895.12
BUMIX,28/06/2006,1911.42
BUMIX,29/06/2006,1938.1
BUMIX,30/06/2006,2004.91
BUMIX,03/07/2006,1985.35
BUMIX,04/07/2006,2006.05
BUMIX,05/07/2006,1993.64
BUMIX,06/07/2006,1985.1
BUMIX,07/07/2006,1987.99
BUMIX,10/07/2006,2018.23
BUMIX,11/07/2006,2057.7
BUMIX,12/07/2006,2079.1
BUMIX,13/07/2006,2023.99
BUMIX,14/07/2006,2018.68
BUMIX,17/07/2006,1982.24
BUMIX,18/07/2006,2015.95
BUMIX,19/07/2006,2038.45
BUMIX,20/07/2006,2050.4
BUMIX,21/07/2006,2037.44
BUMIX,24/07/2006,2051.24
BUMIX,25/07/2006,2083.38
BUMIX,26/07/2006,2079.14
BUMIX,27/07/2006,2104.05
BUMIX,28/07/2006,2121.48
BUMIX,31/07/2006,2160.64
BUMIX,01/08/2006,2152.18
BUMIX,02/08/2006,2144.42
BUMIX,03/08/2006,2143.83
BUMIX,04/08/2006,2155.95
BUMIX,07/08/2006,2153.56
BUMIX,08/08/2006,2161.45
BUMIX,09/08/2006,2156.14
BUMIX,10/08/2006,2112.88
BUMIX,11/08/2006,2101.94
BUMIX,14/08/2006,2108.25
BUMIX,15/08/2006,2130.75
BUMIX,16/08/2006,2133.08
BUMIX,17/08/2006,2127.93
BUMIX,18/08/2006,2126.19
BUMIX,21/08/2006,2125
BUMIX,22/08/2006,2154.32
BUMIX,23/08/2006,2211.25
BUMIX,24/08/2006,2243.59
BUMIX,25/08/2006,2242.09
BUMIX,28/08/2006,2252.91
BUMIX,29/08/2006,2278.15
BUMIX,30/08/2006,2279.33
BUMIX,31/08/2006,2292.2
BUMIX,01/09/2006,2280.84
BUMIX,04/09/2006,2323
BUMIX,05/09/2006,2334.07
BUMIX,06/09/2006,2327.23
BUMIX,07/09/2006,2305.55
BUMIX,08/09/2006,2319.3
BUMIX,11/09/2006,2308.32
BUMIX,12/09/2006,2355.97
BUMIX,13/09/2006,2362.77
BUMIX,14/09/2006,2362.24
BUMIX,15/09/2006,2386.5
BUMIX,18/09/2006,2371.84
BUMIX,19/09/2006,2345.17
BUMIX,20/09/2006,2320.72
BUMIX,21/09/2006,2285.13
BUMIX,22/09/2006,2263.77
BUMIX,25/09/2006,2293.22
BUMIX,26/09/2006,2316.91
BUMIX,27/09/2006,2326.79
BUMIX,28/09/2006,2301.56
BUMIX,29/09/2006,2314.97
BUMIX,02/10/2006,2272.53
BUMIX,03/10/2006,2265.46
BUMIX,04/10/2006,2297.04
BUMIX,05/10/2006,2285.02
BUMIX,06/10/2006,2292.2
BUMIX,09/10/2006,2298.6
BUMIX,10/10/2006,2312.69
BUMIX,11/10/2006,2263.31
BUMIX,12/10/2006,2261.31
BUMIX,13/10/2006,2284.4
BUMIX,16/10/2006,2273.23
BUMIX,17/10/2006,2237.21
BUMIX,18/10/2006,2248.78
BUMIX,19/10/2006,2256.61
BUMIX,20/10/2006,2250.56
BUMIX,24/10/2006,2264.39
BUMIX,25/10/2006,2276.4
BUMIX,26/10/2006,2298.07
BUMIX,27/10/2006,2286.87
BUMIX,30/10/2006,2288.74
BUMIX,31/10/2006,2293.89
BUMIX,02/11/2006,2255.92
BUMIX,03/11/2006,2272.01
BUMIX,06/11/2006,2295.61
BUMIX,07/11/2006,2314.07
BUMIX,08/11/2006,2313.09
BUMIX,09/11/2006,2309.45
BUMIX,10/11/2006,2315.32
BUMIX,13/11/2006,2346.52
BUMIX,14/11/2006,2368.36
BUMIX,15/11/2006,2392.94
BUMIX,16/11/2006,2406.47
BUMIX,17/11/2006,2388.32
BUMIX,20/11/2006,2385.12
BUMIX,21/11/2006,2410.51
BUMIX,22/11/2006,2409.49
BUMIX,23/11/2006,2422.6
BUMIX,24/11/2006,2392.94
BUMIX,27/11/2006,2393.75
BUMIX,28/11/2006,2381.04
BUMIX,29/11/2006,2391.87
BUMIX,30/11/2006,2391.25
BUMIX,01/12/2006,2373.63
BUMIX,04/12/2006,2388.7
BUMIX,05/12/2006,2417.72
BUMIX,06/12/2006,2416.49
BUMIX,07/12/2006,2441.97
BUMIX,08/12/2006,2430.67
BUMIX,11/12/2006,2425.63
BUMIX,12/12/2006,2435.37
BUMIX,13/12/2006,2458.49
BUMIX,14/12/2006,2470.4
BUMIX,15/12/2006,2477.91
BUMIX,18/12/2006,2475.4
BUMIX,19/12/2006,2473.41
BUMIX,20/12/2006,2496.8
BUMIX,21/12/2006,2500.38
BUMIX,22/12/2006,2490.22
BUMIX,27/12/2006,2505.22
BUMIX,28/12/2006,2512.51
BUMIX,29/12/2006,2532.81
BUMIX,02/01/2007,2532.52
BUMIX,03/01/2007,2542.97
BUMIX,04/01/2007,2561.21
BUMIX,05/01/2007,2561.02
BUMIX,08/01/2007,2551.53
BUMIX,09/01/2007,2552.89
BUMIX,10/01/2007,2532.76
BUMIX,11/01/2007,2574.65
BUMIX,12/01/2007,2584.92
BUMIX,15/01/2007,2593.23
BUMIX,16/01/2007,2600.03
BUMIX,17/01/2007,2592.03
BUMIX,18/01/2007,2586.91
BUMIX,19/01/2007,2615.27
BUMIX,22/01/2007,2617.53
BUMIX,23/01/2007,2613.17
BUMIX,24/01/2007,2625.18
BUMIX,25/01/2007,2616.77
BUMIX,26/01/2007,2620.94
BUMIX,29/01/2007,2619.95
BUMIX,30/01/2007,2647.22
BUMIX,31/01/2007,2692.54
BUMIX,01/02/2007,2716.52
BUMIX,02/02/2007,2705.13
BUMIX,05/02/2007,2696.2
BUMIX,06/02/2007,2705.27
BUMIX,07/02/2007,2699.87
BUMIX,08/02/2007,2679.46
BUMIX,09/02/2007,2683.21
BUMIX,12/02/2007,2695.83
BUMIX,13/02/2007,2687.25
BUMIX,14/02/2007,2735.97
BUMIX,15/02/2007,2733.02
BUMIX,16/02/2007,2757.31
BUMIX,19/02/2007,2767.14
BUMIX,20/02/2007,2760.68
BUMIX,21/02/2007,2769.07
BUMIX,22/02/2007,2807.22
BUMIX,23/02/2007,2801.72
BUMIX,26/02/2007,2814.45
BUMIX,27/02/2007,2719.73
BUMIX,28/02/2007,2700.79
BUMIX,01/03/2007,2630.26
BUMIX,02/03/2007,2663.99
BUMIX,05/03/2007,2632.81
BUMIX,06/03/2007,2666.67
BUMIX,07/03/2007,2635.38
BUMIX,08/03/2007,2663.29
BUMIX,09/03/2007,2671.98
BUMIX,12/03/2007,2665.92
BUMIX,13/03/2007,2688.62
BUMIX,14/03/2007,2709.17
BUMIX,19/03/2007,2726.07
BUMIX,20/03/2007,2731.73
BUMIX,21/03/2007,2719.95
BUMIX,22/03/2007,2741.8
BUMIX,23/03/2007,2797.82
BUMIX,26/03/2007,2764.57
BUMIX,27/03/2007,2772.83
BUMIX,28/03/2007,2763.36
BUMIX,29/03/2007,2781.08
BUMIX,30/03/2007,2773.1
BUMIX,02/04/2007,2804.69
BUMIX,03/04/2007,2817.49
BUMIX,04/04/2007,2840.07
BUMIX,05/04/2007,2855.15
BUMIX,06/04/2007,2880.77
BUMIX,10/04/2007,2891.53
BUMIX,11/04/2007,2910.09
BUMIX,12/04/2007,2912.25
BUMIX,13/04/2007,2926.91
BUMIX,16/04/2007,2945.19
BUMIX,17/04/2007,2959.44
BUMIX,18/04/2007,2959.26
BUMIX,19/04/2007,2962.09
BUMIX,20/04/2007,2983.07
BUMIX,23/04/2007,2984.28
BUMIX,24/04/2007,2979.71
BUMIX,25/04/2007,2991.1
BUMIX,26/04/2007,2992.13
BUMIX,27/04/2007,2977.96
BUMIX,02/05/2007,2991.96
BUMIX,03/05/2007,3021.54
BUMIX,04/05/2007,3038.35
BUMIX,07/05/2007,3021.7
BUMIX,08/05/2007,2951.04
BUMIX,09/05/2007,2952.91
BUMIX,10/05/2007,2974.72
BUMIX,11/05/2007,2986.39
BUMIX,14/05/2007,2998.97
BUMIX,15/05/2007,3008.42
BUMIX,16/05/2007,2979.48
BUMIX,17/05/2007,2985.09
BUMIX,18/05/2007,3005.44
BUMIX,21/05/2007,2992.14
BUMIX,22/05/2007,2995.72
BUMIX,23/05/2007,2997.01
BUMIX,24/05/2007,2994.65
BUMIX,25/05/2007,3017.98
BUMIX,29/05/2007,3039.57
BUMIX,30/05/2007,3060.15
BUMIX,31/05/2007,3066.33
BUMIX,01/06/2007,3065.13
BUMIX,04/06/2007,3069.59
BUMIX,05/06/2007,3077.5
BUMIX,06/06/2007,3043.74
BUMIX,07/06/2007,3037.65
BUMIX,08/06/2007,3028.9
BUMIX,11/06/2007,3045.68
BUMIX,12/06/2007,3060.74
BUMIX,13/06/2007,3063.71
BUMIX,14/06/2007,3092.03
BUMIX,15/06/2007,3108.46
BUMIX,18/06/2007,3096.17
BUMIX,19/06/2007,3094.65
BUMIX,20/06/2007,3139.61
BUMIX,21/06/2007,3116.57
BUMIX,22/06/2007,3145.53
BUMIX,25/06/2007,3155.07
BUMIX,26/06/2007,3163.22
BUMIX,27/06/2007,3147.85
BUMIX,28/06/2007,3216.39
BUMIX,29/06/2007,3246.53
BUMIX,02/07/2007,3285.37
BUMIX,03/07/2007,3310.2
BUMIX,04/07/2007,3335.04
BUMIX,05/07/2007,3361.62
BUMIX,06/07/2007,3375.87
BUMIX,09/07/2007,3393.04
BUMIX,10/07/2007,3339.05
BUMIX,11/07/2007,3337.13
BUMIX,12/07/2007,3365.77
BUMIX,13/07/2007,3379.25
BUMIX,16/07/2007,3384.92
BUMIX,17/07/2007,3415.24
BUMIX,18/07/2007,3410.59
BUMIX,19/07/2007,3460.47
BUMIX,20/07/2007,3453.15
BUMIX,23/07/2007,3481.73
BUMIX,24/07/2007,3470.97
BUMIX,25/07/2007,3488.74
BUMIX,26/07/2007,3410.54
BUMIX,27/07/2007,3438.3
BUMIX,30/07/2007,3453.36
BUMIX,31/07/2007,3478.93
BUMIX,01/08/2007,3460.17
BUMIX,02/08/2007,3474.78
BUMIX,03/08/2007,3440.98
BUMIX,06/08/2007,3417.66
BUMIX,07/08/2007,3423.93
BUMIX,08/08/2007,3463.94
BUMIX,09/08/2007,3435.65
BUMIX,10/08/2007,3379.71
BUMIX,13/08/2007,3424.26
BUMIX,14/08/2007,3402.17
BUMIX,15/08/2007,3381.02
BUMIX,16/08/2007,3257.69
BUMIX,17/08/2007,3264.13
BUMIX,21/08/2007,3271.3
BUMIX,22/08/2007,3332.19
BUMIX,23/08/2007,3362.16
BUMIX,24/08/2007,3355.02
BUMIX,27/08/2007,3360.32
BUMIX,28/08/2007,3340.94
BUMIX,29/08/2007,3375.52
BUMIX,30/08/2007,3388.88
BUMIX,31/08/2007,3407.72
BUMIX,03/09/2007,3397.22
BUMIX,04/09/2007,3426.3
BUMIX,05/09/2007,3431.7
BUMIX,06/09/2007,3418.56
BUMIX,07/09/2007,3398.04
BUMIX,10/09/2007,3403.53
BUMIX,11/09/2007,3430.18
BUMIX,12/09/2007,3429.76
BUMIX,13/09/2007,3463.74
BUMIX,14/09/2007,3458.26
BUMIX,17/09/2007,3453.22
BUMIX,18/09/2007,3465.81
BUMIX,19/09/2007,3498.22
BUMIX,20/09/2007,3518.01
BUMIX,21/09/2007,3565.77
BUMIX,24/09/2007,3572.44
BUMIX,25/09/2007,3579.78
BUMIX,26/09/2007,3605.17
BUMIX,27/09/2007,3631.85
BUMIX,28/09/2007,3642.96
BUMIX,01/10/2007,3637.46
BUMIX,02/10/2007,3608.17
BUMIX,03/10/2007,3566.81
BUMIX,04/10/2007,3555.57
BUMIX,05/10/2007,3582.01
BUMIX,08/10/2007,3582.06
BUMIX,09/10/2007,3566.48
BUMIX,10/10/2007,3505.12
BUMIX,11/10/2007,3514.67
BUMIX,12/10/2007,3510.33
BUMIX,15/10/2007,3427.35
BUMIX,16/10/2007,3431.82
BUMIX,17/10/2007,3448.84
BUMIX,18/10/2007,3449.73
BUMIX,19/10/2007,3443.65
BUMIX,24/10/2007,3422.48
BUMIX,25/10/2007,3417.95
BUMIX,26/10/2007,3431.62
BUMIX,29/10/2007,3437.2
BUMIX,30/10/2007,3458.92
BUMIX,31/10/2007,3465.22
BUMIX,05/11/2007,3445.41
BUMIX,06/11/2007,3427.33
BUMIX,07/11/2007,3393.53
BUMIX,08/11/2007,3375.53
BUMIX,09/11/2007,3342.03
BUMIX,12/11/2007,3325.8
BUMIX,13/11/2007,3323.82
BUMIX,14/11/2007,3289.25
BUMIX,15/11/2007,3257.53
BUMIX,16/11/2007,3226.31
BUMIX,19/11/2007,3188.37
BUMIX,20/11/2007,3173.22
BUMIX,21/11/2007,3068.38
BUMIX,22/11/2007,3032.34
BUMIX,23/11/2007,3074.11
BUMIX,26/11/2007,2993.55
BUMIX,27/11/2007,2912.86
BUMIX,28/11/2007,3021.93
BUMIX,29/11/2007,3059.58
BUMIX,30/11/2007,3115.4
BUMIX,03/12/2007,3085.78
BUMIX,04/12/2007,3076.72
BUMIX,05/12/2007,3135.33
BUMIX,06/12/2007,3125.41
BUMIX,07/12/2007,3150.84
BUMIX,10/12/2007,3158.79
BUMIX,11/12/2007,3149.28
BUMIX,12/12/2007,3154.65
BUMIX,13/12/2007,3136.57
BUMIX,14/12/2007,3159.11
BUMIX,17/12/2007,3103.29
BUMIX,18/12/2007,3121.94
BUMIX,19/12/2007,3119.52
BUMIX,20/12/2007,3113.26
BUMIX,21/12/2007,3227.64
BUMIX,27/12/2007,3186.97
BUMIX,28/12/2007,3243.75
BUMIX,02/01/2008,3176.61
BUMIX,03/01/2008,3155.03
BUMIX,04/01/2008,3147.14
BUMIX,07/01/2008,3109.06
BUMIX,08/01/2008,3152.83
BUMIX,09/01/2008,3119.1
BUMIX,10/01/2008,3116.7
BUMIX,11/01/2008,3098.47
BUMIX,14/01/2008,3098.22
BUMIX,15/01/2008,3038.06
BUMIX,16/01/2008,2971.67
BUMIX,17/01/2008,2935.9
BUMIX,18/01/2008,3004.56
BUMIX,21/01/2008,2917.63
BUMIX,22/01/2008,2860.96
BUMIX,23/01/2008,2820.9
BUMIX,24/01/2008,2871.21
BUMIX,25/01/2008,2845.89
BUMIX,28/01/2008,2825.02
BUMIX,29/01/2008,2842.35
BUMIX,30/01/2008,2825.7
BUMIX,31/01/2008,2815.31
BUMIX,01/02/2008,2863.09
BUMIX,04/02/2008,2909.46
BUMIX,05/02/2008,2840.31
BUMIX,06/02/2008,2841.05
BUMIX,07/02/2008,2806.47
BUMIX,08/02/2008,2849.48
BUMIX,11/02/2008,2808.97
BUMIX,12/02/2008,2882.39
BUMIX,13/02/2008,2909.88
BUMIX,14/02/2008,2914.9
BUMIX,15/02/2008,2883.7
BUMIX,18/02/2008,2909.24
BUMIX,19/02/2008,2894.16
BUMIX,20/02/2008,2872.86
BUMIX,21/02/2008,2887.68
BUMIX,22/02/2008,2865.6
BUMIX,25/02/2008,2891.52
BUMIX,26/02/2008,2886.4
BUMIX,27/02/2008,2900.1
BUMIX,28/02/2008,2876.27
BUMIX,29/02/2008,2844.21
BUMIX,03/03/2008,2773.24
BUMIX,04/03/2008,2750.25
BUMIX,05/03/2008,2805.92
BUMIX,06/03/2008,2744.49
BUMIX,07/03/2008,2696.99
BUMIX,10/03/2008,2684.61
BUMIX,11/03/2008,2714.71
BUMIX,12/03/2008,2705.85
BUMIX,13/03/2008,2657.26
BUMIX,14/03/2008,2660.75
BUMIX,17/03/2008,2579.22
BUMIX,18/03/2008,2595.22
BUMIX,19/03/2008,2574.91
BUMIX,20/03/2008,2503.68
BUMIX,21/03/2008,2545.93
BUMIX,25/03/2008,2564.46
BUMIX,26/03/2008,2575.05
BUMIX,27/03/2008,2588.64
BUMIX,28/03/2008,2622.13
BUMIX,31/03/2008,2614.97
BUMIX,01/04/2008,2601.99
BUMIX,02/04/2008,2614.71
BUMIX,03/04/2008,2605.5
BUMIX,04/04/2008,2621.19
BUMIX,07/04/2008,2634.44
BUMIX,08/04/2008,2624.39
BUMIX,09/04/2008,2613.97
BUMIX,10/04/2008,2599.4
BUMIX,11/04/2008,2599
BUMIX,14/04/2008,2560.24
BUMIX,15/04/2008,2580.74
BUMIX,16/04/2008,2571.14
BUMIX,17/04/2008,2593.02
BUMIX,18/04/2008,2653.32
BUMIX,21/04/2008,2631.86
BUMIX,22/04/2008,2647.68
BUMIX,23/04/2008,2654.34
BUMIX,24/04/2008,2671.11
BUMIX,25/04/2008,2668.16
BUMIX,28/04/2008,2673.62
BUMIX,29/04/2008,2634.85
BUMIX,30/04/2008,2675.07
BUMIX,05/05/2008,2673.76
BUMIX,06/05/2008,2705.85
BUMIX,07/05/2008,2709.98
BUMIX,08/05/2008,2711.92
BUMIX,09/05/2008,2721.75
BUMIX,13/05/2008,2725.02
BUMIX,14/05/2008,2710.26
BUMIX,15/05/2008,2722.76
BUMIX,16/05/2008,2691.26
BUMIX,19/05/2008,2660
BUMIX,20/05/2008,2651.67
BUMIX,21/05/2008,2621.45
BUMIX,22/05/2008,2631.94
BUMIX,23/05/2008,2618.45
BUMIX,26/05/2008,2584.12
BUMIX,27/05/2008,2563.25
BUMIX,28/05/2008,2602.4
BUMIX,29/05/2008,2571.91
BUMIX,30/05/2008,2600.69
BUMIX,02/06/2008,2565.5
BUMIX,03/06/2008,2550.88
BUMIX,04/06/2008,2528.16
BUMIX,05/06/2008,2513.75
BUMIX,06/06/2008,2478.77
BUMIX,09/06/2008,2459.65
BUMIX,10/06/2008,2412.27
BUMIX,11/06/2008,2394.51
BUMIX,12/06/2008,2422.31
BUMIX,13/06/2008,2465.1
BUMIX,16/06/2008,2437.67
BUMIX,17/06/2008,2416.94
BUMIX,18/06/2008,2419.35
BUMIX,19/06/2008,2436.69
BUMIX,20/06/2008,2341.18
BUMIX,23/06/2008,2341.81
BUMIX,24/06/2008,2353.62
BUMIX,25/06/2008,2340.85
BUMIX,26/06/2008,2340.97
BUMIX,27/06/2008,2309.58
BUMIX,30/06/2008,2316.48
BUMIX,01/07/2008,2256.93
BUMIX,02/07/2008,2241.16
BUMIX,03/07/2008,2201.98
BUMIX,04/07/2008,2182.81
BUMIX,07/07/2008,2192.23
BUMIX,08/07/2008,2221.78
BUMIX,09/07/2008,2250.02
BUMIX,10/07/2008,2245.31
BUMIX,11/07/2008,2217.73
BUMIX,14/07/2008,2254.44
BUMIX,15/07/2008,2207.21
BUMIX,16/07/2008,2216.45
BUMIX,17/07/2008,2243.57
BUMIX,18/07/2008,2242.03
BUMIX,21/07/2008,2262.28
BUMIX,22/07/2008,2239.76
BUMIX,23/07/2008,2290.39
BUMIX,24/07/2008,2294.92
BUMIX,25/07/2008,2310.66
BUMIX,28/07/2008,2313.32
BUMIX,29/07/2008,2320.06
BUMIX,30/07/2008,2354.79
BUMIX,31/07/2008,2348.79
BUMIX,01/08/2008,2341.23
BUMIX,04/08/2008,2353.24
BUMIX,05/08/2008,2351.5
BUMIX,06/08/2008,2353.84
BUMIX,07/08/2008,2330.27
BUMIX,08/08/2008,2316.83
BUMIX,11/08/2008,2318.59
BUMIX,12/08/2008,2308.43
BUMIX,13/08/2008,2258.62
BUMIX,14/08/2008,2268
BUMIX,15/08/2008,2272.63
BUMIX,18/08/2008,2257.04
BUMIX,19/08/2008,2214.7
BUMIX,21/08/2008,2223.87
BUMIX,22/08/2008,2224.54
BUMIX,25/08/2008,2199.38
BUMIX,26/08/2008,2193.12
BUMIX,27/08/2008,2195.02
BUMIX,28/08/2008,2225.87
BUMIX,29/08/2008,2250.1
BUMIX,01/09/2008,2246.7
BUMIX,02/09/2008,2251.77
BUMIX,03/09/2008,2229.28
BUMIX,04/09/2008,2219.92
BUMIX,05/09/2008,2214.96
BUMIX,08/09/2008,2230.09
BUMIX,09/09/2008,2185.83
BUMIX,10/09/2008,2206.88
BUMIX,11/09/2008,2162.59
BUMIX,12/09/2008,2158.9
BUMIX,15/09/2008,2098.01
BUMIX,16/09/2008,2051.55
BUMIX,17/09/2008,2012.84
BUMIX,18/09/2008,1996.14
BUMIX,19/09/2008,2086.32
BUMIX,22/09/2008,2075.15
BUMIX,23/09/2008,2053.67
BUMIX,24/09/2008,2043.79
BUMIX,25/09/2008,2064.84
BUMIX,26/09/2008,2090.14
BUMIX,29/09/2008,1967.42
BUMIX,30/09/2008,1994.71
BUMIX,01/10/2008,2017.64
BUMIX,02/10/2008,2019.91
BUMIX,03/10/2008,2017.91
BUMIX,06/10/2008,1932.94
BUMIX,07/10/2008,1869.12
BUMIX,08/10/2008,1782.43
BUMIX,09/10/2008,1739.77
BUMIX,10/10/2008,1604.71
BUMIX,13/10/2008,1680.03
BUMIX,14/10/2008,1719.06
BUMIX,15/10/2008,1564.06
BUMIX,16/10/2008,1476.99
BUMIX,17/10/2008,1457.91
BUMIX,20/10/2008,1435.89
BUMIX,21/10/2008,1415.17
BUMIX,22/10/2008,1393.78
BUMIX,27/10/2008,1306.77
BUMIX,28/10/2008,1374.29
BUMIX,29/10/2008,1541.72
BUMIX,30/10/2008,1566.74
BUMIX,31/10/2008,1564.2
BUMIX,03/11/2008,1601.79
BUMIX,04/11/2008,1690.59
BUMIX,05/11/2008,1675.32
BUMIX,06/11/2008,1569.24
BUMIX,07/11/2008,1612.24
BUMIX,10/11/2008,1626.12
BUMIX,11/11/2008,1563.49
BUMIX,12/11/2008,1513.41
BUMIX,13/11/2008,1492.81
BUMIX,14/11/2008,1544.53
BUMIX,17/11/2008,1524.34
BUMIX,18/11/2008,1521.32
BUMIX,19/11/2008,1520.82
BUMIX,20/11/2008,1474.91
BUMIX,21/11/2008,1478.94
BUMIX,24/11/2008,1524.24
BUMIX,25/11/2008,1526.99
BUMIX,26/11/2008,1521.66
BUMIX,27/11/2008,1546.43
BUMIX,28/11/2008,1573.4
BUMIX,01/12/2008,1550.14
BUMIX,02/12/2008,1535.23
BUMIX,03/12/2008,1526.32
BUMIX,04/12/2008,1536.46
BUMIX,05/12/2008,1518.28
BUMIX,08/12/2008,1530.84
BUMIX,09/12/2008,1531.13
BUMIX,10/12/2008,1534.59
BUMIX,11/12/2008,1523.1
BUMIX,12/12/2008,1490.85
BUMIX,15/12/2008,1473.96
BUMIX,16/12/2008,1449.11
BUMIX,17/12/2008,1463.07
BUMIX,18/12/2008,1489.81
BUMIX,19/12/2008,1465.97
BUMIX,22/12/2008,1461.09
BUMIX,23/12/2008,1454.13
BUMIX,29/12/2008,1458.19
BUMIX,30/12/2008,1448.94
BUMIX,31/12/2008,1452.65
BUMIX,05/01/2009,1465.82
BUMIX,06/01/2009,1490.97
BUMIX,07/01/2009,1469.95
BUMIX,08/01/2009,1471.01
BUMIX,09/01/2009,1454.64
BUMIX,12/01/2009,1455.25
BUMIX,13/01/2009,1457.31
BUMIX,14/01/2009,1451.02
BUMIX,15/01/2009,1428.09
BUMIX,16/01/2009,1437.87
BUMIX,19/01/2009,1436.86
BUMIX,20/01/2009,1437.15
BUMIX,21/01/2009,1440.56
BUMIX,22/01/2009,1435.1
BUMIX,23/01/2009,1433.18
BUMIX,26/01/2009,1446.59
BUMIX,27/01/2009,1440.1
BUMIX,28/01/2009,1451.53
BUMIX,29/01/2009,1447.99
BUMIX,30/01/2009,1445.4
BUMIX,02/02/2009,1446.79
BUMIX,03/02/2009,1450.24
BUMIX,04/02/2009,1458.25
BUMIX,05/02/2009,1444.25
BUMIX,06/02/2009,1450.28
BUMIX,09/02/2009,1471.04
BUMIX,10/02/2009,1463.16
BUMIX,11/02/2009,1459.06
BUMIX,12/02/2009,1459.8
